1 43
2 43
3 43
4 43
5 43
6 48.59
7 54.9067
8 62.0446
9 70.1104
10 79.2247
11 89.5239
12 89.5239
17 105.638
18 124.653
19 147.091
20 173.567
21 173.567
19 118.026
20 80.2577
21 54.5752
22 37.1111
23 37.1111
24 25.2355
25 17.1601
26 11.6689
27 7.93485
28 7.93485
26 9.44247
27 11.2365
28 11.2365
29 13.3714
30 15.912
31 15.912
32 18.9353
33 22.533
34 22.533
35 26.8143
36 31.909
37 31.909
67 24.889
68 19.4134
69 15.1425
70 11.8111
71 11.8111
70 15.5907
71 20.5797
72 27.1652
73 27.1652
74 35.8581
75 47.3327
76 62.4792
77 62.4792
