1 24
2 24
3 24
4 24
5 24
6 33.6
6 47.04
6 65.856
7 92.1984
7 129.078
7 180.709
8 155.41
8 133.653
8 114.942
9 98.8501
9 85.0111
9 73.1096
10 62.8743
10 54.0719
10 46.5018
11 39.9916
11 34.3928
11 29.5778
12 25.4369
12 21.8757
12 18.8131
13 16.1793
13 13.9142
13 11.9662
14 10.2909
14 8.85017
14 7.61115
15 6.54559
15 5.62921
15 4.84112
16 4.16336
16 3.58049
16 3.07922
17 3.44873
17 3.86258
17 4.32609
18 4.84522
18 5.42665
18 6.07785
26 5.34851
26 4.70669
26 4.14189
27 3.64486
27 3.20748
27 2.82258
28 2.48387
28 2.18581
28 1.92351
29 1.69269
29 1.48957
29 1.31082
30 1.15352
30 1.0151
30 0.893288
31 0.786093
31 0.691762
31 0.608751
32 0.535701
32 0.471417
32 0.414847
33 0.365065
33 0.321257
33 0.282706
34 0.248781
34 0.218927
34 0.192656
35 0.169537
35 0.149193
35 0.13129
36 0.115535
36 0.101671
36 0.0894705
37 0.078734
37 0.0692859
37 0.0609716
38 0.0469481
38 0.03615
38 0.0278355
39 0.0214333
39 0.0165036
39 0.0127078
40 0.00978501
40 0.00753446
40 0.00580153
41 0.00446718
41 0.00343973
41 0.00264859
42 0.00203941
42 0.00157035
42 0.00120917
43 0.000931061
43 0.000716917
43 0.000552026
44 0.00042506
44 0.000327296
44 0.000252018
45 0.000194054
45 0.000149422
45 0.000115055
