1 8
2 8
3 8
4 8
5 8
6 10.96
6 15.0152
7 20.5708
7 28.182
8 21.1365
8 15.8524
8 11.8893
8 8.91698
9 6.68773
9 5.0158
9 3.76185
9 2.82139
10 2.11604
10 1.58703
10 1.19027
10 0.892702
11 0.669526
11 0.502144
11 0.376608
11 0.282456
12 0.211842
12 0.158882
12 0.119162
12 0.0893715
13 0.0670286
13 0.0502714
13 0.0377036
13 0.0282777
14 0.0212083
14 0.0159062
14 0.0119296
14 0.0089472
15 0.0067104
15 0.0050328
15 0.0037746
15 0.00283095
16 0.00212321
16 0.00159241
16 0.00119431
16 0.000895733
46 0.00118237
46 0.00156073
46 0.00206016
46 0.00271941
47 0.00358962
47 0.0047383
47 0.00625456
47 0.00825602
48 0.0108979
48 0.0143852
48 0.0189885
48 0.0250648
49 0.0330855
49 0.0436729
49 0.0576482
49 0.0760956
50 0.100446
50 0.132589
50 0.175017
50 0.231022
51 0.304949
51 0.402533
51 0.531344
51 0.701374
52 0.925814
52 1.22207
52 1.61313
52 2.12933
53 2.81072
53 3.71015
53 4.8974
53 6.46457
54 8.53323
54 11.2639
54 14.8683
54 19.6262
55 25.9066
55 34.1967
55 45.1396
55 59.5843
56 78.6513
56 103.82
56 137.042
56 180.895
57 238.781
57 315.191
57 416.052
57 549.189
58 724.93
58 956.908
58 1263.12
58 1667.32
59 2200.86
59 2905.14
59 3834.78
59 5061.91
60 6681.72
60 8819.87
60 11642.2
60 15367.7
61 20285.4
61 26776.7
61 35345.2
61 46655.7
62 61585.5
62 81292.9
62 107307
62 141645
67 117565
67 97578.9
67 80990.5
67 67222.1
67 55794.3
68 46309.3
68 38436.7
68 31902.5
68 26479.1
68 21977.7
69 18241.5
69 15140.4
69 12566.5
69 10430.2
69 8657.07
